CMD: llama-server --model /home/cmoro-deusto/Code/ai/hf/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/Qwen3.8-27B-UD-Q4_K_XL.gguf --alias Qwen3.8 27B Q4 --host 0.0.0.0 --ctx-size 131072 -ngl 999 -fa 1 --cache-type-k q4_0 --cache-type-v q4_0 --parallel 1 --metrics --port 8080

0.00.149.696 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.216.043 W srv  llama_server: -----------------
0.00.216.043 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.216.044 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.216.044 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.216.044 W srv  llama_server: -----------------
0.00.217.222 I srv    load_model: loading model '/home/cmoro-deusto/Code/ai/hf/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/f1bfb127c64f7072bdd2cad55f258b9c8b2910fe/Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.610.454 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.610.463 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.610.467 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.610.468 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.610.470 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.610.475 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.610.476 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.610.478 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.610.479 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.610.481 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.610.482 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.610.484 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.610.485 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.610.487 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.610.491 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.01.853.162 I cmn          init: llama threadpool init, n_threads = 8
0.01.910.268 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 131072, kv_unified = 'false'
0.01.913.110 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.01.913.129 I srv  llama_server: model loaded
0.01.913.131 I srv  llama_server: listening on http://0.0.0.0:8080
0.01.913.131 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.01.913.132 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.01.991.360 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.01.991.550 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.02.283.118 I slot print_timing: id  0 | task 0 | prompt eval time =      83.50 ms /    14 tokens (    5.96 ms per token,   167.65 tokens per second)
0.02.283.120 I slot print_timing: id  0 | task 0 |        eval time =     208.03 ms /    16 tokens (   13.87 ms per token,    72.10 tokens per second)
0.02.283.120 I slot print_timing: id  0 | task 0 |       total time =     291.54 ms /    30 tokens
0.02.283.122 I slot print_timing: id  0 | task 0 |    graphs reused =         15
0.02.283.133 I slot      release: id  0 | task 0 | stop processing: n_tokens = 29, truncated = 0
0.02.284.838 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 48564429929
0.02.323.262 I slot launch_slot_: id  0 | task 18 | processing task, is_child = 0
0.05.379.125 I slot print_timing: id  0 | task 18 | n_gen =    226, tg =  74.98 t/s, tg_3s =  75.32 t/s
0.07.051.720 I slot print_timing: id  0 | task 18 | prompt eval time =      55.21 ms /    30 tokens (    1.84 ms per token,   543.37 tokens per second)
0.07.051.721 I slot print_timing: id  0 | task 18 |        eval time =    4673.24 ms /   351 tokens (   13.35 ms per token,    74.89 tokens per second)
0.07.051.721 I slot print_timing: id  0 | task 18 |       total time =    4728.45 ms /   381 tokens
0.07.051.722 I slot print_timing: id  0 | task 18 |    graphs reused =        363
0.07.051.728 I slot      release: id  0 | task 18 | stop processing: n_tokens = 380, truncated = 0
0.07.053.677 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.079
0.07.093.007 I slot launch_slot_: id  0 | task 371 | processing task, is_child = 0
0.10.148.354 I slot print_timing: id  0 | task 371 | n_gen =    226, tg =  74.89 t/s, tg_3s =  75.22 t/s
0.12.487.052 I slot print_timing: id  0 | task 371 | prompt eval time =      50.82 ms /     4 tokens (   12.71 ms per token,    78.71 tokens per second)
0.12.487.053 I slot print_timing: id  0 | task 371 |        eval time =    5343.22 ms /   400 tokens (   13.39 ms per token,    74.67 tokens per second)
0.12.487.053 I slot print_timing: id  0 | task 371 |       total time =    5394.04 ms /   404 tokens
0.12.487.054 I slot print_timing: id  0 | task 371 |    graphs reused =        760
0.12.487.059 I slot      release: id  0 | task 371 | stop processing: n_tokens = 429, truncated = 0
0.12.488.667 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.070
0.12.541.369 I slot launch_slot_: id  0 | task 772 | processing task, is_child = 0
0.15.603.842 I slot print_timing: id  0 | task 772 | n_gen =    225, tg =  74.38 t/s, tg_3s =  74.71 t/s
0.17.831.226 I slot print_timing: id  0 | task 772 | prompt eval time =      50.95 ms /     4 tokens (   12.74 ms per token,    78.51 tokens per second)
0.17.831.227 I slot print_timing: id  0 | task 772 |        eval time =    5238.90 ms /   390 tokens (   13.47 ms per token,    74.25 tokens per second)
0.17.831.228 I slot print_timing: id  0 | task 772 |       total time =    5289.85 ms /   394 tokens
0.17.831.228 I slot print_timing: id  0 | task 772 |    graphs reused =       1147
0.17.831.233 I slot      release: id  0 | task 772 | stop processing: n_tokens = 419, truncated = 0
0.17.833.002 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.111 (> 0.100 thold), f_keep = 0.007
0.17.885.789 I slot launch_slot_: id  0 | task 1163 | processing task, is_child = 0
0.19.975.221 I slot print_timing: id  0 | task 1163 | prompt eval time =      55.13 ms /    27 tokens (    2.04 ms per token,   489.71 tokens per second)
0.19.975.223 I slot print_timing: id  0 | task 1163 |        eval time =    2034.29 ms /   152 tokens (   13.47 ms per token,    74.23 tokens per second)
0.19.975.223 I slot print_timing: id  0 | task 1163 |       total time =    2089.42 ms /   179 tokens
0.19.975.223 I slot print_timing: id  0 | task 1163 |    graphs reused =       1297
0.19.975.229 I slot      release: id  0 | task 1163 | stop processing: n_tokens = 178, truncated = 0
0.19.976.929 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.152
0.20.016.189 I slot launch_slot_: id  0 | task 1317 | processing task, is_child = 0
0.21.627.443 I slot print_timing: id  0 | task 1317 | prompt eval time =      50.86 ms /     4 tokens (   12.71 ms per token,    78.65 tokens per second)
0.21.627.444 I slot print_timing: id  0 | task 1317 |        eval time =    1560.39 ms /   117 tokens (   13.45 ms per token,    74.34 tokens per second)
0.21.627.444 I slot print_timing: id  0 | task 1317 |       total time =    1611.25 ms /   121 tokens
0.21.627.445 I slot print_timing: id  0 | task 1317 |    graphs reused =       1412
0.21.627.450 I slot      release: id  0 | task 1317 | stop processing: n_tokens = 143, truncated = 0
