2026/08/17 23:35:40.793, 16.98, 187, 44, 0, 34
2026/08/17 23:35:41.801, 35.18, 2550, 45, 0, 16672
2026/08/17 23:35:42.801, 85.54, 2932, 46, 70, 19916
2026/08/17 23:35:43.801, 349.66, 2887, 57, 68, 19926
2026/08/17 23:35:44.802, 494.37, 2880, 60, 97, 19926
2026/08/17 23:35:45.802, 501.60, 2857, 60, 97, 19926
2026/08/17 23:35:46.802, 499.88, 2857, 60, 97, 19926
2026/08/17 23:35:47.802, 500.02, 2857, 61, 97, 19926
2026/08/17 23:35:48.802, 469.70, 2880, 60, 90, 19926
2026/08/17 23:35:49.802, 511.81, 2857, 61, 98, 19926
2026/08/17 23:35:50.803, 500.17, 2857, 62, 97, 19926
2026/08/17 23:35:51.803, 497.43, 2857, 62, 91, 19926
2026/08/17 23:35:52.803, 467.30, 2887, 61, 88, 19926
2026/08/17 23:35:53.803, 513.63, 2850, 62, 97, 19926
2026/08/17 23:35:54.803, 500.03, 2850, 63, 97, 19926
2026/08/17 23:35:55.804, 497.34, 2850, 63, 91, 19926
2026/08/17 23:35:56.804, 500.11, 2835, 63, 97, 19926
2026/08/17 23:35:57.804, 499.93, 2842, 63, 97, 19926
2026/08/17 23:35:58.804, 483.11, 2880, 64, 97, 19926
2026/08/17 23:35:59.804, 502.07, 2835, 63, 97, 19926
2026/08/17 23:36:00.805, 478.48, 2887, 64, 97, 19926
2026/08/17 23:36:01.805, 507.95, 2835, 64, 97, 19926
2026/08/17 23:36:02.805, 479.48, 2872, 64, 97, 19926
2026/08/17 23:36:03.805, 501.11, 2827, 64, 97, 19926
2026/08/17 23:36:04.806, 477.33, 2880, 64, 96, 19926
2026/08/17 23:36:05.806, 509.65, 2827, 64, 97, 19926
2026/08/17 23:36:06.806, 499.73, 2835, 65, 97, 19926
2026/08/17 23:36:07.806, 499.28, 2842, 65, 91, 19926
2026/08/17 23:36:08.806, 501.69, 2835, 65, 97, 19926
2026/08/17 23:36:09.807, 499.96, 2835, 65, 97, 19926
2026/08/17 23:36:10.807, 482.78, 2865, 65, 97, 19926
2026/08/17 23:36:11.807, 500.42, 2827, 65, 97, 19926
2026/08/17 23:36:12.807, 500.01, 2827, 65, 97, 19926
2026/08/17 23:36:13.807, 499.98, 2827, 65, 97, 19926
2026/08/17 23:36:14.807, 500.01, 2827, 65, 96, 19926
2026/08/17 23:36:15.808, 469.08, 2887, 66, 97, 19926
2026/08/17 23:36:16.808, 509.02, 2827, 66, 97, 19926
2026/08/17 23:36:17.808, 500.00, 2827, 66, 97, 19926
2026/08/17 23:36:18.808, 347.22, 2925, 56, 1, 540
2026/08/17 23:36:19.809, 97.43, 2925, 55, 71, 16944
2026/08/17 23:36:20.809, 112.31, 2917, 54, 0, 21050
2026/08/17 23:36:21.809, 94.57, 2925, 53, 0, 21050
2026/08/17 23:36:22.810, 148.45, 2655, 61, 74, 21068
2026/08/17 23:36:23.810, 488.15, 2820, 64, 94, 21068
2026/08/17 23:36:24.810, 500.48, 2805, 64, 93, 21068
2026/08/17 23:36:25.810, 500.05, 2805, 65, 93, 21068
2026/08/17 23:36:26.811, 477.95, 2850, 65, 93, 21068
2026/08/17 23:36:27.811, 505.06, 2805, 65, 94, 21068
2026/08/17 23:36:28.811, 500.29, 2812, 65, 93, 21068
2026/08/17 23:36:29.811, 460.53, 2820, 58, 54, 21068
2026/08/17 23:36:30.812, 511.60, 2812, 66, 93, 21068
2026/08/17 23:36:31.812, 499.39, 2805, 66, 88, 21068
2026/08/17 23:36:32.812, 501.20, 2797, 65, 93, 21068
2026/08/17 23:36:33.812, 478.72, 2850, 66, 94, 21068
2026/08/17 23:36:34.812, 471.06, 2805, 62, 63, 21068
2026/08/17 23:36:35.813, 513.37, 2805, 65, 93, 21068
2026/08/17 23:36:36.813, 468.15, 2797, 59, 64, 21068
2026/08/17 23:36:37.813, 512.33, 2805, 66, 93, 21068
2026/08/17 23:36:38.813, 477.21, 2850, 66, 92, 21068
2026/08/17 23:36:39.814, 505.92, 2805, 66, 94, 21068
2026/08/17 23:36:40.814, 483.39, 2850, 67, 93, 21068
2026/08/17 23:36:41.814, 502.30, 2797, 66, 92, 21068
2026/08/17 23:36:42.814, 499.67, 2812, 66, 93, 21068
2026/08/17 23:36:43.814, 486.31, 2797, 66, 93, 21068
2026/08/17 23:36:44.815, 490.41, 2797, 66, 94, 21068
2026/08/17 23:36:45.815, 499.59, 2797, 66, 93, 21068
2026/08/17 23:36:46.815, 500.21, 2797, 66, 93, 21068
2026/08/17 23:36:47.815, 309.27, 2925, 56, 0, 542
2026/08/17 23:36:48.816, 98.75, 2925, 55, 71, 16944
2026/08/17 23:36:49.816, 112.44, 2925, 55, 0, 21200
2026/08/17 23:36:50.816, 94.86, 2925, 54, 0, 21200
2026/08/17 23:36:51.817, 184.58, 2715, 61, 61, 21218
2026/08/17 23:36:52.817, 503.21, 2655, 65, 93, 21218
2026/08/17 23:36:53.817, 499.63, 2655, 65, 92, 21218
2026/08/17 23:36:54.817, 483.89, 2730, 65, 93, 21218
2026/08/17 23:36:55.818, 499.28, 2662, 66, 94, 21218
2026/08/17 23:36:56.818, 477.26, 2805, 66, 89, 21218
2026/08/17 23:36:57.818, 508.38, 2655, 66, 94, 21218
2026/08/17 23:36:58.818, 468.06, 2662, 62, 75, 21218
2026/08/17 23:36:59.819, 488.27, 2632, 66, 94, 21218
2026/08/17 23:37:00.819, 485.26, 2647, 66, 94, 21218
2026/08/17 23:37:01.819, 468.93, 2617, 59, 69, 21218
2026/08/17 23:37:02.819, 513.87, 2617, 66, 95, 21218
2026/08/17 23:37:03.819, 484.11, 2655, 66, 93, 21218
2026/08/17 23:37:04.820, 498.93, 2625, 66, 91, 21218
2026/08/17 23:37:05.820, 501.22, 2640, 66, 93, 21218
2026/08/17 23:37:06.820, 486.09, 2662, 66, 94, 21218
2026/08/17 23:37:07.820, 499.17, 2655, 66, 91, 21218
2026/08/17 23:37:08.820, 500.70, 2625, 66, 93, 21218
2026/08/17 23:37:09.821, 480.18, 2640, 66, 94, 21218
2026/08/17 23:37:10.821, 499.98, 2632, 66, 91, 21218
2026/08/17 23:37:11.821, 500.11, 2632, 66, 93, 34
2026/08/17 23:37:12.821, 119.12, 2925, 55, 0, 16944
2026/08/17 23:37:13.821, 100.39, 2925, 55, 71, 20632
2026/08/17 23:37:14.822, 109.63, 2925, 54, 0, 21350
2026/08/17 23:37:15.822, 92.71, 2925, 53, 0, 21350
