2026/08/17 23:14:45.242, 17.16, 195, 44, 0, 34
2026/08/17 23:14:46.249, 32.08, 2565, 45, 0, 16672
2026/08/17 23:14:47.249, 86.21, 2932, 47, 68, 19916
2026/08/17 23:14:48.250, 277.81, 2820, 57, 98, 19926
2026/08/17 23:14:49.250, 402.41, 2557, 56, 98, 19926
2026/08/17 23:14:50.250, 399.92, 2550, 56, 98, 19926
2026/08/17 23:14:51.250, 399.24, 2550, 56, 91, 19926
2026/08/17 23:14:52.251, 400.05, 2565, 57, 97, 19926
2026/08/17 23:14:53.251, 400.02, 2557, 57, 97, 19926
2026/08/17 23:14:54.251, 396.04, 2580, 57, 97, 19926
2026/08/17 23:14:55.251, 400.01, 2557, 58, 97, 19926
2026/08/17 23:14:56.251, 400.02, 2550, 58, 97, 19926
2026/08/17 23:14:57.252, 400.18, 2535, 58, 98, 19926
2026/08/17 23:14:58.252, 400.12, 2527, 58, 98, 19926
2026/08/17 23:14:59.252, 377.54, 2527, 57, 69, 19926
2026/08/17 23:15:00.252, 404.29, 2527, 59, 97, 19926
2026/08/17 23:15:01.252, 399.91, 2542, 59, 97, 19926
2026/08/17 23:15:02.253, 400.06, 2527, 59, 98, 19926
2026/08/17 23:15:03.253, 400.04, 2527, 59, 98, 19926
2026/08/17 23:15:04.253, 400.01, 2527, 59, 98, 19926
2026/08/17 23:15:05.253, 398.29, 2662, 60, 97, 19926
2026/08/17 23:15:06.253, 400.04, 2527, 60, 97, 19926
2026/08/17 23:15:07.254, 389.29, 2640, 61, 97, 19926
2026/08/17 23:15:08.254, 407.46, 2535, 60, 96, 19926
2026/08/17 23:15:09.254, 400.20, 2520, 60, 97, 19926
2026/08/17 23:15:10.254, 392.23, 2542, 61, 97, 19926
2026/08/17 23:15:11.254, 399.99, 2535, 61, 97, 19926
2026/08/17 23:15:12.254, 397.84, 2752, 61, 96, 19926
2026/08/17 23:15:13.255, 400.70, 2527, 61, 97, 19926
2026/08/17 23:15:14.255, 400.17, 2535, 61, 97, 19926
2026/08/17 23:15:15.255, 385.80, 2602, 62, 96, 19926
2026/08/17 23:15:16.255, 415.97, 2497, 61, 98, 19926
2026/08/17 23:15:17.255, 400.01, 2490, 62, 98, 19926
2026/08/17 23:15:18.256, 399.98, 2490, 62, 98, 19926
2026/08/17 23:15:19.256, 399.98, 2490, 62, 98, 19926
2026/08/17 23:15:20.256, 399.73, 2490, 62, 96, 19926
2026/08/17 23:15:21.256, 391.39, 2767, 63, 98, 19926
2026/08/17 23:15:22.256, 400.35, 2520, 62, 97, 19926
2026/08/17 23:15:23.257, 400.08, 2527, 62, 97, 19926
2026/08/17 23:15:24.257, 399.99, 2520, 63, 97, 19926
2026/08/17 23:15:25.257, 400.01, 2520, 62, 97, 19926
